elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
100000,128,32,0.004692,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,50,0.004704,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,64,0.004881,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,100,0.005036,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,128,0.0045,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,200,0.005077,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,256,0.004614,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,400,0.005222,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,512,0.004953,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,750,0.0055,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,1024,0.005891,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,32,0.004932,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,50,0.005027,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,64,0.004814,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,100,0.005236,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,128,0.005066,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,200,0.005454,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,256,0.005596,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,400,0.005632,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,512,0.006001,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,750,0.019069,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,1024,0.018697,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,32,0.005031,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,50,0.005038,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,64,0.00488,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,100,0.005269,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,128,0.005225,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,200,0.006121,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,256,0.005779,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,400,0.018677,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,512,0.020542,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,750,0.018885,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,1024,0.019117,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,32,0.005008,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,50,0.005104,11268608,1635000,68,3,352,7000000,5767168,1024
