elements,blocks,threadsPerBlock,GPU
100000, 4096, 750, 0.334979
100000, 4096, 1024, 0.330459
100000, 8192, 32, 0.284009
100000, 8192, 50, 0.369228
100000, 8192, 64, 0.302317
100000, 8192, 100, 0.340335
100000, 8192, 128, 0.288468
100000, 8192, 200, 0.318491
100000, 8192, 256, 0.288484
100000, 8192, 400, 0.317821
100000, 8192, 512, 0.296107
100000, 8192, 750, 0.335177
100000, 8192, 1024, 0.330456
100000, 16384, 32, 0.287426
100000, 16384, 50, 0.378421
100000, 16384, 64, 0.292752
100000, 16384, 100, 0.339746
100000, 16384, 128, 0.288739
100000, 16384, 200, 0.317875
100000, 16384, 256, 0.286394
100000, 16384, 400, 0.318061
100000, 16384, 512, 0.296012
100000, 16384, 750, 0.335116
100000, 16384, 1024, 0.330152
100000, 32768, 32, 0.279692
100000, 32768, 50, 0.374861
100000, 32768, 64, 0.301600
100000, 32768, 100, 0.339136
100000, 32768, 128, 0.289762
100000, 32768, 200, 0.317254
100000, 32768, 256, 0.287861
100000, 32768, 400, 0.317560
100000, 32768, 512, 0.296385
100000, 32768, 750, 0.335151
100000, 32768, 1024, 0.330439
100000, 512, 32, 0.543936
100000, 512, 50, 0.383451
100000, 512, 64, 0.375480
100000, 512, 100, 0.330545
100000, 512, 128, 0.310622
100000, 512, 200, 0.314052
100000, 512, 256, 0.286186
100000, 512, 400, 0.317853
100000, 512, 512, 0.296508
100000, 512, 750, 0.334542
100000, 512, 1024, 0.330388
100000, 1024, 32, 0.377145
100000, 1024, 50, 0.360360
100000, 1024, 64, 0.311718
100000, 1024, 100, 0.334186
100000, 1024, 128, 0.283334
100000, 1024, 200, 0.313684
100000, 1024, 256, 0.286233
100000, 1024, 400, 0.318174
100000, 1024, 512, 0.296520
100000, 1024, 750, 0.335079
100000, 1024, 1024, 0.330355
100000, 2048, 32, 0.312046
100000, 2048, 50, 0.364516
100000, 2048, 64, 0.289178
100000, 2048, 100, 0.335386
100000, 2048, 128, 0.283080
100000, 2048, 200, 0.313485
100000, 2048, 256, 0.286045
100000, 2048, 400, 0.317715
100000, 2048, 512, 0.296453
100000, 2048, 750, 0.335155
100000, 2048, 1024, 0.329238
100000, 4096, 32, 0.285061
100000, 4096, 50, 0.365143
100000, 4096, 64, 0.288902
100000, 4096, 100, 0.346867
100000, 4096, 128, 0.286445
100000, 4096, 200, 0.317215
100000, 4096, 256, 0.288524
100000, 4096, 400, 0.318179
100000, 4096, 512, 0.296644
100000, 4096, 750, 0.335045
100000, 4096, 1024, 0.330547
100000, 8192, 32, 0.284334
100000, 8192, 50, 0.382829
100000, 8192, 64, 0.295800
100000, 8192, 100, 0.345299
100000, 8192, 128, 0.285032
100000, 8192, 200, 0.317159
100000, 8192, 256, 0.286585
100000, 8192, 400, 0.318293
100000, 8192, 512, 0.295817
100000, 8192, 750, 0.334749
100000, 8192, 1024, 0.330391
100000, 16384, 32, 0.290553
100000, 16384, 50, 0.383060
100000, 16384, 64, 0.288065
100000, 16384, 100, 0.340483
100000, 16384, 128, 0.285333
100000, 16384, 200, 0.316418
100000, 16384, 256, 0.288816
100000, 16384, 400, 0.318138
100000, 16384, 512, 0.295886
100000, 16384, 750, 0.334798
100000, 16384, 1024, 0.330197
100000, 32768, 32, 0.284521
100000, 32768, 50, 0.371093
100000, 32768, 64, 0.296443
100000, 32768, 100, 0.340139
100000, 32768, 128, 0.285742
100000, 32768, 200, 0.317607
100000, 32768, 256, 0.291559
100000, 32768, 400, 0.318073
100000, 32768, 512, 0.296380
100000, 32768, 750, 0.335269
100000, 32768, 1024, 0.330339
100000, 512, 32, 0.544526
100000, 512, 50, 0.382989
100000, 512, 64, 0.375365
100000, 512, 100, 0.330843
100000, 512, 128, 0.310810
100000, 512, 200, 0.313821
100000, 512, 256, 0.286034
100000, 512, 400, 0.318042
100000, 512, 512, 0.296466
100000, 512, 750, 0.334639
100000, 512, 1024, 0.330327
100000, 1024, 32, 0.377000
100000, 1024, 50, 0.360637
100000, 1024, 64, 0.311651
100000, 1024, 100, 0.335079
100000, 1024, 128, 0.283286
100000, 1024, 200, 0.313573
100000, 1024, 256, 0.286273
100000, 1024, 400, 0.318100
100000, 1024, 512, 0.296050
100000, 1024, 750, 0.334593
100000, 1024, 1024, 0.330280
100000, 2048, 32, 0.312012
100000, 2048, 50, 0.364980
100000, 2048, 64, 0.289930
100000, 2048, 100, 0.335614
100000, 2048, 128, 0.282981
100000, 2048, 200, 0.313639
100000, 2048, 256, 0.286216
100000, 2048, 400, 0.317939
100000, 2048, 512, 0.296547
100000, 2048, 750, 0.334471
100000, 2048, 1024, 0.330560
100000, 4096, 32, 0.284797
100000, 4096, 50, 0.364225
100000, 4096, 64, 0.290587
100000, 4096, 100, 0.341315
100000, 4096, 128, 0.285245
100000, 4096, 200, 0.316242
100000, 4096, 256, 0.291670
100000, 4096, 400, 0.318003
100000, 4096, 512, 0.296038
100000, 4096, 750, 0.334866
100000, 4096, 1024, 0.330131
100000, 8192, 32, 0.282291
100000, 8192, 50, 0.377822
100000, 8192, 64, 0.296290
100000, 8192, 100, 0.342000
100000, 8192, 128, 0.281949
100000, 8192, 200, 0.317293
100000, 8192, 256, 0.287298
100000, 8192, 400, 0.317302
100000, 8192, 512, 0.296375
100000, 8192, 750, 0.335027
100000, 8192, 1024, 0.329487
100000, 16384, 32, 0.283183
100000, 16384, 50, 0.373357
100000, 16384, 64, 0.292524
100000, 16384, 100, 0.336767
100000, 16384, 128, 0.283846
100000, 16384, 200, 0.317469
100000, 16384, 256, 0.286284
100000, 16384, 400, 0.317701
100000, 16384, 512, 0.296283
100000, 16384, 750, 0.334887
100000, 16384, 1024, 0.330268
100000, 32768, 32, 0.284268
100000, 32768, 50, 0.377634
100000, 32768, 64, 0.295877
100000, 32768, 100, 0.343029
100000, 32768, 128, 0.288618
100000, 32768, 200, 0.314662
100000, 32768, 256, 0.292011
100000, 32768, 400, 0.317914
100000, 32768, 512, 0.295941
100000, 32768, 750, 0.334529
100000, 32768, 1024, 0.330398
100000, 512, 32, 0.544213
100000, 512, 50, 0.383015
100000, 512, 64, 0.375356
